problem_id,description,name,tag,difficulty,try_count,accepted_count
1125,"
Score : 500 points


Problem StatementGiven is a connected undirected graph with N vertices and M edges. The vertices are numbered 1 to N, and the edges are described by a grid of characters S.
If S_{i,j} is 1, there is an edge connecting Vertex i and j; otherwise, there is no such edge.
Determine whether it is possible to divide the vertices into non-empty sets V_1, \dots, V_k such that the following condition is satisfied. If the answer is yes, find the maximum possible number of sets, k, in such a division.

Every edge connects two vertices belonging to two ""adjacent"" sets. More formally, for every edge (i,j), there exists 1\leq t\leq k-1 such that i\in V_t,j\in V_{t+1} or i\in V_{t+1},j\in V_t holds.





Constraints
2 \leq N \leq 200
S_{i,j} is 0 or 1.
S_{i,i} is 0.
S_{i,j}=S_{j,i}
The given graph is connected.
N is an integer.







InputInput is given from Standard Input in the following format:
N
S_{1,1}...S_{1,N}
:
S_{N,1}...S_{N,N}





OutputIf it is impossible to divide the vertices into sets so that the condition is satisfied, print -1.
Otherwise, print the maximum possible number of sets, k, in a division that satisfies the condition.






Sample Input 12
01
10





Sample Output 12

We can put Vertex 1 in V_1 and Vertex 2 in V_2.





Sample Input 23
011
101
110





Sample Output 2-1






Sample Input 36
010110
101001
010100
101000
100000
010000





Sample Output 34


",Graph Partition,"Graph Theory, Breadth-first Search, Shortest Path, Graph Traversal, Bruteforcing",0.714,34,19
1126,"
Score : 800 points


Problem StatementGiven are integers N and X. For each integer k between 0 and X (inclusive), find the answer to the following question, then compute the sum of all those answers, modulo 998244353.

Let us repeat the following operation on the integer k. Operation: if the integer is currently odd, subtract 1 from it and divide it by 2; otherwise, divide it by 2 and add 2^{N-1} to it. How many operations need to be performed until k returns to its original value? (The answer is considered to be 0 if k never returns to its original value.)





Constraints
1 \leq N \leq 2\times 10^5
0 \leq X < 2^N
X is given in binary and has exactly N digits. (In case X has less than N digits, it is given with leading zeroes.)
All values in input are integers.







InputInput is given from Standard Input in the following format:
N
X





OutputPrint the sum of the answers to the questions for the integers between 0 and X (inclusive), modulo 998244353.






Sample Input 13
111





Sample Output 140

For example, for k=3, the operation changes k as follows: 1,0,4,6,7,3. Therefore the answer for k=3 is 6.





Sample Input 26
110101





Sample Output 2616






Sample Input 330
001110011011011101010111011100





Sample Output 3549320998


",Division by Two with Something,"Permutation Cycle Decomposition, Number Theory, Inclusion And Exclusion, String, Arithmetic",0.625,13,7
1127,"
Score : 900 points


Problem StatementTakahashi and Aoki are playing a stone-taking game. Initially, there are N piles of stones, and the i-th pile contains A_i stones and has an associated integer K_i.
Starting from Takahashi, Takahashi and Aoki take alternate turns to perform the following operation:

Choose a pile. If the i-th pile is selected and there are X stones left in the pile, remove some number of stones between 1 and floor(X/K_i) (inclusive) from the pile.

The player who first becomes unable to perform the operation loses the game. Assuming that both players play optimally, determine the winner of the game.
Here, floor(x) represents the largest integer not greater than x.




Constraints
1 \leq N \leq 200
1 \leq A_i,K_i \leq 10^9
All input values are integers.







InputInput is given from Standard Input in the following format:
N
A_1 K_1
:
A_N K_N





OutputIf Takahashi will win, print Takahashi; if Aoki will win, print Aoki.






Sample Input 12
5 2
3 3





Sample Output 1Aoki

Initially, from the first pile at most floor(5/2)=2 stones can be removed at a time, and from the second pile at most floor(3/3)=1 stone can be removed at a time.

If Takahashi first takes two stones from the first pile, from the first pile at most floor(3/2)=1 stone can now be removed at a time, and from the second pile at most floor(3/3)=1 stone can be removed at a time.
Then, if Aoki takes one stone from the second pile, from the first pile at most floor(3/2)=1 stone can be removed at a time, and from the second pile no more stones can be removed (since floor(2/3)=0).
Then, if Takahashi takes one stone from the first pile, from the first pile at most floor(2/2)=1 stone can now be removed at a time, and from the second pile no more stones can be removed.
Then, if Aoki takes one stone from the first pile, from the first pile at most floor(1/2)=0 stones can now be removed at a time, and from the second pile no more stones can be removed.

No more operation can be performed, thus Aoki wins. If Takahashi plays differently, Aoki can also win by play accordingly.





Sample Input 23
3 2
4 3
5 1





Sample Output 2Takahashi






Sample Input 33
28 3
16 4
19 2





Sample Output 3Aoki






Sample Input 44
3141 59
26535 897
93 23
8462 64





Sample Output 4Takahashi


",Strange Nim,"Game Theory, Mathematics, Bitmask, Recursion, Binary Search",0.25,9,3
1128,"
Score : 600 points


Problem StatementThere are N points in a two-dimensional plane. The initial coordinates of the i-th point are (x_i, y_i). Now, each point starts moving at a speed of 1 per second, in a direction parallel to the x- or y- axis. You are given a character d_i that represents the specific direction in which the i-th point moves, as follows:

If d_i = R, the i-th point moves in the positive x direction;
If d_i = L, the i-th point moves in the negative x direction;
If d_i = U, the i-th point moves in the positive y direction;
If d_i = D, the i-th point moves in the negative y direction.

You can stop all the points at some moment of your choice after they start moving (including the moment they start moving).
Then, let x_{max} and x_{min} be the maximum and minimum among the x-coordinates of the N points, respectively. Similarly, let y_{max} and y_{min} be the maximum and minimum among the y-coordinates of the N points, respectively.
Find the minimum possible value of (x_{max} - x_{min}) \times (y_{max} - y_{min}) and print it.




Constraints
1 \leq N \leq 10^5
-10^8 \leq x_i,\ y_i \leq 10^8
x_i and y_i are integers.
d_i is R, L, U, or D.







InputInput is given from Standard Input in the following format:
N
x_1 y_1 d_1
x_2 y_2 d_2
.
.
.
x_N y_N d_N





OutputPrint the minimum possible value of (x_{max} - x_{min}) \times (y_{max} - y_{min}).
The output will be considered correct when its absolute or relative error from the judge's output is at most 10^{-9}.






Sample Input 12
0 3 D
3 0 L





Sample Output 10

After three seconds, the two points will meet at the origin. The value in question will be 0 at that moment.





Sample Input 25
-7 -10 U
7 -6 U
-8 7 D
-3 3 D
0 -6 R





Sample Output 297.5

The answer may not be an integer.





Sample Input 320
6 -10 R
-4 -9 U
9 6 D
-3 -2 R
0 7 D
4 5 D
10 -10 U
-1 -8 U
10 -6 D
8 -5 U
6 4 D
0 3 D
7 9 R
9 -4 R
3 10 D
1 9 U
1 -6 U
9 -8 R
6 7 D
7 -3 D





Sample Output 3273


",Minimum Bounding Box,"Mathematics, Simulation, Convex Hull Trick, Data Structure, Backtracking, Numerical Analysis",0.0,11,2
1129,"
Score : 600 points


Problem StatementThere are N dots in a two-dimensional plane. The coordinates of the i-th dot are (x_i, y_i).
We will repeat the following operation as long as possible:

Choose four integers a, b, c, d (a \neq c, b \neq d) such that there are dots at exactly three of the positions (a, b), (a, d), (c, b) and (c, d), and add a dot at the remaining position.

We can prove that we can only do this operation a finite number of times. Find the maximum number of times we can do the operation.




Constraints
1 \leq N \leq 10^5
1 \leq x_i, y_i \leq 10^5
If i \neq j, x_i \neq x_j or y_i \neq y_j.
All values in input are integers.







InputInput is given from Standard Input in the following format:
N
x_1 y_1
:
x_N y_N





OutputPrint the maximum number of times we can do the operation.






Sample Input 13
1 1
5 1
5 5





Sample Output 11

By choosing a = 1, b = 1, c = 5, d = 5, we can add a dot at (1, 5). We cannot do the operation any more, so the maximum number of operations is 1.





Sample Input 22
10 10
20 20





Sample Output 20

There are only two dots, so we cannot do the operation at all.





Sample Input 39
1 1
2 1
3 1
4 1
5 1
1 2
1 3
1 4
1 5





Sample Output 316

We can do the operation for all choices of the form a = 1, b = 1, c = i, d = j (2 \leq i,j \leq 5), and no more. Thus, the maximum number of operations is 16.

",Must Be Rectangular!,"Graph Theory, Graph Traversal, Set / Map, Counting",0.25,33,13
1130,"
Score : 600 points


Problem StatementFind the number of sequences of length K consisting of positive integers such that the product of any two adjacent elements is at most N, modulo 10^9+7.




Constraints
1\leq N\leq 10^9
1 2\leq K\leq 100 (fixed at 21:33 JST)
N and K are integers.







InputInput is given from Standard Input in the following format:
N K





OutputPrint the number of sequences, modulo 10^9+7.






Sample Input 13 2





Sample Output 15

(1,1), (1,2), (1,3), (2,1), and (3,1) satisfy the condition.





Sample Input 210 3





Sample Output 2147






Sample Input 3314159265 35





Sample Output 3457397712


",Small Products,"Mathematics, Number Theory, Dyanmic Programming, Prefix sum, Binary Search, Arithmetic",1.0,3,3
1131,"
Score : 500 points


Problem StatementYou are given a tree with N vertices and N-1 edges. The vertices are numbered 1 to N, and the i-th edge connects Vertex a_i and b_i.
You have coloring materials of K colors.
For each vertex in the tree, you will choose one of the K colors to paint it, so that the following condition is satisfied:

If the distance between two different vertices x and y is less than or equal to two, x and y have different colors.

How many ways are there to paint the tree? Find the count modulo 1\ 000\ 000\ 007.

What is tree?
A tree is a kind of graph. For detail, please see: Wikipedia ""Tree (graph theory)""
",Virus Tree 2,"Graph Theory, Tree, Depth-first Search, Combinatorics, Arithmetic",0.696,46,22
1132,"
Score : 600 points


Problem StatementLet us define the oddness of a permutation p = {p_1,\ p_2,\ ...,\ p_n} of {1,\ 2,\ ...,\ n} as \sum_{i = 1}^n |i - p_i|.
Find the number of permutations of {1,\ 2,\ ...,\ n} of oddness k, modulo 10^9+7.




Constraints
All values in input are integers.
1 \leq n \leq 50
0 \leq k \leq n^2







InputInput is given from Standard Input in the following format:
n k





OutputPrint the number of permutations of {1,\ 2,\ ...,\ n} of oddness k, modulo 10^9+7.






Sample Input 13 2





Sample Output 12

There are six permutations of {1,\ 2,\ 3}. Among them, two have oddness of 2:  {2,\ 1,\ 3} and {1,\ 3,\ 2}.





Sample Input 239 14





Sample Output 274764168


",Permutation Oddness,"Dyanmic Programming, Combinatorics, Graph Theory, Arithmetic, Dynamic Programming",0.75,4,3
1133,"
(Please read problem A first. The maximum score you can get by solving this problem C is 1, which will have almost no effect on your ranking.)


Beginner's Guide""Local search"" is a powerful method for finding a high-quality solution.
In this method, instead of constructing a solution from scratch, we try to find a better solution by slightly modifying the already found solution.
If the solution gets better, update it, and if it gets worse, restore it.
By repeating this process, the quality of the solution is gradually improved over time.
The pseudo-code is as follows.
solution = compute an initial solution (by random generation, or by applying other methods such as greedy)
while the remaining time > 0:
    slightly modify the solution (randomly)
    if the solution gets worse:
        restore the solution

For example, in this problem, we can use the following modification: pick the date d and contest type q at random and change the type of contest to be held on day d to q.
The pseudo-code is as follows.
t[1..D] = compute an initial solution (by random generation, or by applying other methods such as greedy)
while the remaining time > 0:
    pick d and q at random
    old = t[d] # Remember the original value so that we can restore it later
    t[d] = q
    if the solution gets worse:
        t[d] = old

The most important thing when using the local search method is the design of how to modify solutions.

If the amount of modification is too small, we will soon fall into a dead-end (local optimum) and, conversely, if the amount of modification is too large, the probability of finding an improving move becomes extremely small.
In order to increase the number of iterations, it is desirable to be able to quickly calculate the score after applying a modification.

In this problem C, we focus on the second point.
The score after the modification can, of course, be obtained by calculating the score from scratch.
However, by focusing on only the parts that have been modified, it may be possible to quickly compute the difference between the scores before and after the modification.
From another viewpoint, the impossibility of such a fast incremental calculation implies that a small modification to the solution affects a majority of the score calculation.
In such a case, we may need to redesign how to modify solutions, or there is a high possibility that the problem is not suitable for local search.
Let's implement fast incremental score computation.
It's time to demonstrate the skills of algorithms and data structures you have developed in ABC and ARC!
In this kind of contest, where the objective is to find a better solution instead of the optimal one, a bug in a program does not result in a wrong answer, which may delay the discovery of the bug.
For early detection of bugs, it is a good idea to unit test functions you implemented complicated routines.
For example, if you implement fast incremental score calculation, it is a good idea to test that the scores computed by the fast implementation match the scores computed from scratch, as we will do in this problem C.




Problem StatementYou will be given a contest schedule for D days and M queries of schedule modification.
In the i-th query, given integers d_i and q_i, change the type of contest to be held on day d_i to q_i, and then output the final satisfaction at the end of day D on the updated schedule.
Note that we do not revert each query. That is, the i-th query is applied to the new schedule obtained by the (i-1)-th query.






InputInput is given from Standard Input in the form of the input of Problem A followed by the output of Problem A and the queries.
D
c_1 c_2 \cdots c_{26}
s_{1,1} s_{1,2} \cdots s_{1,26}
\vdots
s_{D,1} s_{D,2} \cdots s_{D,26}
t_1
t_2
\vdots
t_D
M
d_1 q_1
d_2 q_2
\vdots
d_M q_M


The constraints and generation methods for the input part are the same as those for Problem A.
For each d=1,\ldots,D, t_d is an integer generated independently and uniformly at random from {1,2,\ldots,26}.
The number of queries M is an integer satisfying 1\leq M\leq 10^5.
For each i=1,\ldots,M, d_i is an integer generated independently and uniformly at random from {1,2,\ldots,D}.
For each i=1,\ldots,26, q_i is an integer satisfying 1\leq q_i\leq 26 generated uniformly at random from the 25 values that differ from the type of contest on day d_i.





OutputLet v_i be the final satisfaction at the end of day D on the schedule after applying the i-th query.
Print M integers v_i to Standard Output in the following format:
v_1
v_2
\vdots
v_M







Sample Input 15
86 90 69 51 2 96 71 47 88 34 45 46 89 34 31 38 97 84 41 80 14 4 50 83 7 82
19771 12979 18912 10432 10544 12928 13403 3047 10527 9740 8100 92 2856 14730 1396 15905 6534 4650 11469 3628 8433 2994 10899 16396 18355 11424
6674 17707 13855 16407 12232 2886 11908 1705 5000 1537 10440 10711 4917 10770 17272 15364 19277 18094 3929 3705 7169 6159 18683 15410 9092 4570
6878 4239 19925 1799 375 9563 3445 5658 19857 11401 6997 6498 19933 3848 2426 2146 19745 16880 17773 18359 3921 14172 16730 11157 5439 256
8633 15862 15303 10749 18499 7792 10317 5901 9395 11433 3514 3959 5202 19850 19469 9790 5653 784 18500 10552 17975 16615 7852 197 8471 7452
19855 17918 7990 10572 4333 438 9140 9104 12622 4985 12319 4028 19922 12132 16259 17476 2976 547 19195 19830 16285 4806 4471 9457 2864 2192
1
17
13
14
13
5
1 7
4 11
3 4
5 24
4 19





Sample Output 172882
56634
38425
27930
42884

Note that this example is a small one for checking the problem specification. It does not satisfy the constraint D=365 and is never actually given as a test case.




Next StepLet's go back to Problem A and implement the local search algorithm by utilizing the incremental score calculator you just implemented!
For this problem, the current modification ""pick the date d and contest type q at random and change the type of contest to be held on day d to q"" is actually not so good. By considering why it is not good, let's improve the modification operation.
One of the most powerful and widely used variant of the local search method is ""Simulated Annealing (SA)"", which makes it easier to reach a better solution by stochastically accepting worsening moves.
For more information about SA and other local search techniques, please refer to the editorial that will be published after the contest.

",Incremental Scoring,"Prefix sum, Segment Tree, Binary Search, Data Structures, Simulation",0.733,29,13
1134,"
Score : 500 points


Problem StatementThere is a directed graph with N vertices numbered 1 to N and M edges.
The i-th edge is directed from Vertex A_i to Vertex B_i, and there are C_i coins placed along that edge.
Additionally, there is a button on Vertex N.
We will play a game on this graph.
You start the game on Vertex 1 with zero coins, and head for Vertex N by traversing the edges while collecting coins.
It takes one minute to traverse an edge, and you can collect the coins placed along the edge each time you traverse it.
As usual in games, even if you traverse an edge once and collect the coins, the same number of coins will reappear next time you traverse that edge, which you can collect again.
When you reach Vertex N, you can end the game by pressing the button. (You can also choose to leave Vertex N without pressing the button and continue traveling.)
However, when you end the game, you will be asked to pay T \times P coins, where T is the number of minutes elapsed since the start of the game. If you have less than T \times P coins, you will have to pay all of your coins instead.
Your score will be the number of coins you have after this payment.
Determine if there exists a maximum value of the score that can be obtained. If the answer is yes, find that maximum value.




Constraints
2 \leq N \leq 2500
1 \leq M \leq 5000
1 \leq A_i, B_i \leq N
1 \leq C_i \leq 10^5
0 \leq P \leq 10^5
All values in input are integers.
Vertex N can be reached from Vertex 1.







InputInput is given from Standard Input in the following format:
N M P
A_1 B_1 C_1
:
A_M B_M C_M





OutputIf there exists a maximum value of the score that can be obtained, print that maximum value; otherwise, print -1.






Sample Input 13 3 10
1 2 20
2 3 30
1 3 45





Sample Output 135


There are two ways to travel from Vertex 1 to Vertex 3:

Vertex 1 \rightarrow 2 \rightarrow 3: You collect 20 + 30 = 50 coins on the way. After two minutes from the start of the game, you press the button, pay 2 \times 10 = 20 coins, and you have 50 - 20 = 30 coins left.
Vertex 1 \rightarrow 2: You collect 45 coins on the way. After one minute from the start of the game, you press the button, pay 1 \times 10 = 10 coins, and you have 45 - 10 = 35 coins left.

Thus, the maximum score that can be obtained is 35.





Sample Input 22 2 10
1 2 100
2 2 100





Sample Output 2-1


The edge extending from Vertex 1 takes you to Vertex 2. If you then traverse the edge extending from Vertex 2 to itself t times and press the button, your score will be 90 + 90t. Thus, you can infinitely increase your score, which means there is no maximum value of the score that can be obtained.





Sample Input 34 5 10
1 2 1
1 4 1
3 4 1
2 2 100
3 3 100





Sample Output 30


There is no way to travel from Vertex 1 to Vertex 4 other than traversing the edge leading from Vertex 1 to Vertex 4 directly. You will pick up one coin along this edge, but after being asked to paying 10 coins, your score will be 0.
Note that you can collect an infinite number of coins if you traverse the edge leading from Vertex 1 to Vertex 2, but this is pointless since you can no longer reach Vertex 4 and end the game.

",Coins Respawn,"Graph Theory, Depth-first Search, Shortest Path, Graph Theory",0.227,124,22
1135,"
Score : 700 points


Problem StatementTakahashi is locked within a building.
This building consists of H×W rooms, arranged in H rows and W columns.
We will denote the room at the i-th row and j-th column as (i,j). The state of this room is represented by a character A_{i,j}. If A_{i,j}= #, the room is locked and cannot be entered; if A_{i,j}= ., the room is not locked and can be freely entered.
Takahashi is currently at the room where A_{i,j}= S, which can also be freely entered.
Each room in the 1-st row, 1-st column, H-th row or W-th column, has an exit.
Each of the other rooms (i,j) is connected to four rooms: (i-1,j), (i+1,j), (i,j-1) and (i,j+1).
Takahashi will use his magic to get out of the building. In one cast, he can do the following:

Move to an adjacent room at most K times, possibly zero. Here, locked rooms cannot be entered.
Then, select and unlock at most K locked rooms, possibly zero. Those rooms will remain unlocked from then on.

His objective is to reach a room with an exit. Find the minimum necessary number of casts to do so.
It is guaranteed that Takahashi is initially at a room without an exit.




Constraints
3 ≤ H ≤ 800
3 ≤ W ≤ 800
1 ≤ K ≤ H×W
Each A_{i,j} is # , .  or S.
There uniquely exists (i,j) such that A_{i,j}= S, and it satisfies 2 ≤ i ≤ H-1 and 2 ≤ j ≤ W-1.







InputInput is given from Standard Input in the following format:
H W K
A_{1,1}A_{1,2}...A_{1,W}
:
A_{H,1}A_{H,2}...A_{H,W}





OutputPrint the minimum necessary number of casts.






Sample Input 13 3 3
#.#
#S.
###





Sample Output 11

Takahashi can move to room (1,2) in one cast.





Sample Input 23 3 3
###
#S#
###





Sample Output 22

Takahashi cannot move in the first cast, but can unlock room (1,2).
Then, he can move to room (1,2) in the next cast, achieving the objective in two casts.





Sample Input 37 7 2
#######
#######
##...##
###S###
##.#.##
###.###
#######





Sample Output 32


",Closed Rooms,"Breadth-first Search, Grid Graph, Mathematics, Arithmetic",0.375,45,13
1136,"
Score : 500 points


Problem StatementYou are given an integer N. Determine if there exists a tuple of subsets of \{1,2,...N\}, (S_1,S_2,...,S_k), that satisfies the following conditions:

Each of the integers 1,2,...,N is contained in exactly two of the sets S_1,S_2,...,S_k.
Any two of the sets S_1,S_2,...,S_k have exactly one element in common.

If such a tuple exists, construct one such tuple.




Constraints
1 \leq N \leq 10^5
N is an integer.







InputInput is given from Standard Input in the following format:
N





OutputIf a tuple of subsets of \{1,2,...N\} that satisfies the conditions does not exist, print No.
If such a tuple exists, print Yes first, then print such subsets in the following format:
k
|S_1| S_{1,1} S_{1,2} ... S_{1,|S_1|}
:
|S_k| S_{k,1} S_{k,2} ... S_{k,|S_k|}

where S_i={S_{i,1},S_{i,2},...,S_{i,|S_i|}}.
If there are multiple such tuples, any of them will be accepted.






Sample Input 13





Sample Output 1Yes
3
2 1 2
2 3 1
2 2 3

It can be seen that (S_1,S_2,S_3)=(\{1,2\},\{3,1\},\{2,3\}) satisfies the conditions.





Sample Input 24





Sample Output 2No


",Crossing,"Combinatorics, Binary Search, Graph Theory, Implementation",0.5,41,19
1137,"
Score : 800 points


Problem StatementLet’s take a prime P = 200\,003.
You are given N integers A_1, A_2, \ldots, A_N.
Find the sum of ((A_i \cdot A_j) \bmod P) over all N \cdot (N-1) / 2 unordered pairs of elements (i < j).
Please note that the sum isn't computed modulo P.




Constraints
2 \leq N \leq 200\,000
0 \leq A_i < P = 200\,003
All values in input are integers.







InputInput is given from Standard Input in the following format.
N
A_1 A_2 \cdots A_N





OutputPrint one integer — the sum over ((A_i \cdot A_j) \bmod P).






Sample Input 14
2019 0 2020 200002





Sample Output 1474287

The non-zero products are:

2019 \cdot 2020 \bmod P = 78320
2019 \cdot 200002 \bmod P = 197984
2020 \cdot 200002 \bmod P = 197983

So the answer is 0 + 78320 + 197984 + 0 + 0 + 197983 = 474287. 





Sample Input 25
1 1 2 2 100000





Sample Output 2600013


",Product Modulo,"Arithmetic, Number Theory, Counting, Fast Fourier Transform, Exponentiation By Squaring, Combinatorics",0.167,45,6
1138,"


					Max Score: $300$ Points 

Problem Statement
						We are playing a puzzle. An upright board with $H$ rows by $W$ columns of cells, is used in this puzzle. 
						A stone in $i$-th row and $j$-th column engraved with a digit, one of 1 through 9, is placed in each of the cells. 
						You can erase 1 cell in the board. 

						The game process is following: 

When $K$ or more stones in horizontally adjacent cells are engraved with the same digit, the stones will disappear. Disappearances of all such groups of stones take place simultaneously.
When stones are in the cells above the emptied cells, these stones drop down so that the emptied cells are filled.
After the completion of all stone drops, if one or more groups of stones satisfy the disappearance condition, repeat by returning to the step 1.
Score is $\sum_i 2^i \times \left(\text{Sum of numbers in the stones which disappeared in the $i$-th chain (0-indexed)}\right)$.

						Please answer the points if he erased the optimal place.






Input
							The input is given from standard input in the following format. ",Falling Stone Game,"Simulation, Two-pointer, Implementation, Bitmask, Bruteforcing, Array, Greedy Algorithm",0.667,4,2
1139,"
Score : 600 points


Problem StatementGiven are N points (x_i, y_i) in a two-dimensional plane.
Find the minimum radius of a circle such that all the points are inside or on it.




Constraints
2 \leq N \leq 50
0 \leq x_i \leq 1000
0 \leq y_i \leq 1000
The given N points are all different.
The values in input are all integers.







InputInput is given from Standard Input in the following format:
N
x_1 y_1
:
x_N y_N





OutputPrint the minimum radius of a circle such that all the N points are inside or on it.
Your output will be considered correct if the absolute or relative error from our answer is at most 10^{-6}.






Sample Input 12
0 0
1 0





Sample Output 10.500000000000000000

Both points are contained in the circle centered at (0.5,0) with a radius of 0.5.





Sample Input 23
0 0
0 1
1 0





Sample Output 20.707106781186497524






Sample Input 310
10 9
5 9
2 0
0 0
2 7
3 3
2 5
10 0
3 7
1 9





Sample Output 36.726812023536805158

If the absolute or relative error from our answer is at most 10^{-6}, the output will be considered correct.

",Enclose All,"Mathematics, Geometry; 3d,Dynamic Programming, Numerical Analysis",0.238,56,12
1140,"
Score : 600 points


Problem StatementThere are N piles of stones. The i-th pile has A_i stones.
Aoki and Takahashi are about to use them to play the following game:

Starting with Aoki, the two players alternately do the following operation:
Operation: Choose one pile of stones, and remove one or more stones from it.


When a player is unable to do the operation, he loses, and the other player wins.

When the two players play optimally, there are two possibilities in this game: the player who moves first always wins, or the player who moves second always wins, only depending on the initial number of stones in each pile.
In such a situation, Takahashi, the second player to act, is trying to guarantee his win by moving at least zero and at most (A_1 - 1) stones from the 1-st pile to the 2-nd pile before the game begins.
If this is possible, print the minimum number of stones to move to guarantee his victory; otherwise, print -1 instead.




Constraints
2 \leq N \leq 300
1 \leq A_i \leq 10^{12}







InputInput is given from Standard Input in the following format:
N
A_1 \ldots A_N





OutputPrint the minimum number of stones to move to guarantee Takahashi's win; otherwise, print -1 instead.






Sample Input 12
5 3





Sample Output 11

Without moving stones, if Aoki first removes 2 stones from the 1-st pile, Takahashi cannot win in any way.
If Takahashi moves 1 stone from the 1-st pile to the 2-nd before the game begins so that both piles have 4 stones, Takahashi can always win by properly choosing his actions.





Sample Input 22
3 5





Sample Output 2-1

It is not allowed to move stones from the 2-nd pile to the 1-st.





Sample Input 33
1 1 2





Sample Output 3-1

It is not allowed to move all stones from the 1-st pile.





Sample Input 48
10 9 8 7 6 5 4 3





Sample Output 43






Sample Input 53
4294967297 8589934593 12884901890





Sample Output 51

Watch out for overflows.

",Unfair Nim,"Boolean Operations On Geometric Objects, Xor Basis (gf(2)), Bitmask, Implementation",0.304,76,20
1141,"
Score : 800 points


Problem StatementThere is a connected undirected graph with N vertices and M edges.
The vertices are numbered 1 to N, and the edges are numbered 1 to M.
Also, each of these vertices and edges has a specified weight.
Vertex i has a weight of X_i; Edge i has a weight of Y_i and connects Vertex A_i and B_i.
We would like to remove zero or more edges so that the following condition is satisfied:

For each edge that is not removed, the sum of the weights of the vertices in the connected component containing that edge, is greater than or equal to the weight of that edge.

Find the minimum number of edges that need to be removed.




Constraints
1 \leq N \leq 10^5
N-1 \leq M \leq 10^5
1 \leq X_i \leq 10^9
1 \leq A_i < B_i \leq N
1 \leq Y_i \leq 10^9
(A_i,B_i) \neq (A_j,B_j) (i \neq j)
The given graph is connected.
All values in input are integers.







InputInput is given from Standard Input in the following format:
N M
X_1 X_2 ... X_N
A_1 B_1 Y_1
A_2 B_2 Y_2
:
A_M B_M Y_M





OutputFind the minimum number of edges that need to be removed.






Sample Input 14 4
2 3 5 7
1 2 7
1 3 9
2 3 12
3 4 18





Sample Output 12

Assume that we removed Edge 3 and 4.
In this case, the connected component containing Edge 1 contains Vertex 1, 2 and 3, and the sum of the weights of these vertices is 2+3+5=10.
The weight of Edge 1 is 7, so the condition is satisfied for Edge 1.
Similarly, it can be seen that the condition is also satisfied for Edge 2.
Thus, a graph satisfying the condition can be obtained by removing two edges.
The condition cannot be satisfied by removing one or less edges, so the answer is 2.





Sample Input 26 10
4 4 1 1 1 7
3 5 19
2 5 20
4 5 8
1 6 16
2 3 9
3 6 16
3 4 1
2 6 20
2 4 19
1 2 9





Sample Output 24






Sample Input 310 9
81 16 73 7 2 61 86 38 90 28
6 8 725
3 10 12
1 4 558
4 9 615
5 6 942
8 9 918
2 7 720
4 7 292
7 10 414





Sample Output 38


",Weights on Vertices and Edges,"Sorting, Greedy Algorithm, Disjoint Set, Graph Theory",0.429,22,8
1142,"
Score : 700 points


Problem StatementGiven are positive integers N and K.
Determine if the 3N integers K, K+1, ..., K+3N-1 can be partitioned into N triples (a_1,b_1,c_1), ..., (a_N,b_N,c_N) so that the condition below is satisfied. Any of the integers K, K+1, ..., K+3N-1 must appear in exactly one of those triples.

For every integer i from 1 to N, a_i + b_i \leq c_i holds.

If the answer is yes, construct one such partition.




Constraints
1 \leq N \leq 10^5
1 \leq K \leq 10^9







InputInput is given from Standard Input in the following format:
N K





OutputIf it is impossible to partition the integers satisfying the condition, print -1. If it is possible, print N triples in the following format:
a_1 b_1 c_1
:
a_N b_N c_N







Sample Input 11 1





Sample Output 11 2 3






Sample Input 23 3





Sample Output 2-1


",Non-triangular Triplets,"Greedy Algorithm, Arithmetic, Bruteforcing, Mathematics, Constructive",0.0,3,0
